question	category	word	correct_option	options
Fill the gaps:  ______ means to absorb or include. A successful company might ______ a failing competitor through a merger, or love may ______ you in the early stages of a romance.	hard	subsume	2	['confer', 'facilitate', 'subsume', 'aspect']
Fill the gaps:  If you ______ from something, you restrain yourself from consuming it. People usually ______ from things that are considered vices — like eating French fries every day for lunch.	hard	abstain	3	['integrate', 'comprise', 'oblong', 'abstain']
Fill the gaps:  The ______ qualities of something have to do with its nature. An ______ quality of dogs is that they're loyal.	hard	intrinsic	2	['proliferate', 'grave', 'intrinsic', 'detrimental']
Fill the gaps:  If you bolt, scram, skedaddle, or get the heck of out Dodge, you ______. You run away fast. Don’t confuse ______ with "flea." They sound alike, but the second kind is an insect whose bites make you itch.	hard	flee	3	['brisk', 'policy', 'relic', 'flee']
Fill the gaps:  If something is ______, it cannot surprise or injure you. It’s predictable. ______ can be used as an adjective or verb. A circus lion is ______ (adjective) because it’s been ______d (verb). A “lion-______r” beat the wildness out of it.	hard	tame	3	['welfare', 'perceive', 'plead', 'tame']
Fill the gaps:  If you chat, and talk it up with someone, you have conversation, but if you're looking for input from each other as you talk, you _____, or consult, together. They had a family meeting to _____ about a schedule for sharing the new laptop.	hard	confer	0	['confer', 'yield', 'probe', 'perspective']
Fill the gaps:  To ______ is to change from one shape to another. A cute bunny, for example, might ______ into a killer dragon in a fairy tale or an animated film.	very hard	morph	3	['savage', 'seasoned', 'despondent', 'morph']
Fill the gaps:  Use ______ to refer to a very small difference in color, meaning, or feeling. What makes singers brilliant is not how loud they can sing a note, but how many ______s they can evoke through their approach.	very hard	nuance	2	['elusive', 'hoist', 'nuance', 'audacious']
Fill the gaps:  Have you ever had to prove a point? If so, you probably needed to find evidence that could not be denied — that was absolutely true. That evidence would be considered ______, impossible to disprove.	very hard	irrefutable	3	['savage', 'gaudy', 'foremost', 'irrefutable']
Fill the gaps:  When the homeowner described her ant problem as a ______, the exterminator thought she was being a bit melodramatic. After all, a few bugs aren't exactly a huge calamity.	very hard	plague	3	['inept', 'trivial', 'inexorable', 'plague']
Fill the gaps:  ______ is a word for a lot of something or even way too much — a ______ rainfall is a serious amount of rain.	very hard	profuse	3	['coax', 'adept', 'dwelling', 'profuse']
Fill the gaps:  If you are ______, you are discouraged, very sad, and without hope. If you are depressed, you might describe your mood as ______.	very hard	despondent	0	['despondent', 'indigenous', 'pressing', 'swivel']
Fill the gaps:  Have you ever seen a blacksmith make a horseshoe? Well, no, probably not, but they use a special furnace which is called a ______, and "to ______ something" is also the act of bashing that hot object into shape.	very hard	forge	0	['forge', 'wares', 'deplete', 'dwell']
Fill the gaps:  To ______ something is to get it thoroughly wet. You might ______ your sister with the garden hose to pay her back for squirting you with her water pistol.	very hard	drench	3	['involved', 'forage', 'vessel', 'drench']
Fill the gaps:  The verb ______ is a somewhat formal way of saying "to bring together for the purpose of a meeting."	very hard	convene	3	['bleak', 'verge', 'inept', 'convene']
Fill the gaps:  When you ______ something—say, the price of gas—you find a way to make up for it. My new car's ability to get fifty miles per gallon ______ the rise in the price of gas. ______ functions as both a noun and a verb.	very hard	offset	1	['accrete', 'offset', 'undergo', 'involved']
Fill the gaps:  Use the adjective ______ to mean "full of" or "widespread," especially when you're talking about something negative. If the lifeguard says the water is ______ with jellyfish, you're not going to want to swim in it.	very hard	rife	1	['morale', 'rife', 'cope', 'deplete']
Fill the gaps:  When soil or land ______s, it wears away or is removed. Many beaches seem to get smaller and smaller, as the endless wash of the waves begins to ______ the fine sand.	very hard	erode	1	['prolific', 'erode', 'convene', 'depress']
Fill the gaps:  Anything that ______s slows progress or makes it difficult to do something. You might think that the presence of your parents ______s your ability to look cool.	very hard	hamper	2	['elective', 'raze', 'hamper', 'vessel']
Fill the gaps:  Use ______ to describe a plant, animal or person that is native or original to an area. Though Switzerland is known for its chocolates, chocolate, which comes from the cocoa plant, is ______ to South America.	very hard	indigenous	1	['irrefutable', 'indigenous', 'rebound', 'apex']
Fill the gaps:  ______ people are sophisticated, polished, cultured, refined. Spend enough time in an urban setting–-going to concerts and museums, spending time in crowds––and you'll be ______ too.	very hard	urbane	3	['ornate', 'forage', 'drought', 'urbane']
Fill the gaps:  When you say someone is a ______ pacifist, you are suggesting that they are a pacifist in name only. While they are busy making everyone talk about how peaceful they are, chances are they're also bombing villages to dust.	very hard	so-called	2	['hoist', 'qualify', 'so-called', 'notwithstanding']
Fill the gaps:  Something that's ______ is optional — you can choose to do it, or not. An ______ course in school is one you take because you want to rather than to fill a particular requirement, although you still get credit for it.	very hard	elective	3	['fastidious', 'fable', 'wither', 'elective']
Fill the gaps:  ______ means open and done in plain sight. An ______ demand for an increase in your allowance probably won't work; instead, try praising your parents' generosity and dropping hints about how high prices are these days.	very hard	overt	3	['brittle', 'deplete', 'arid', 'overt']
Fill the gaps:  Things that ______ simply grow smaller. "My initial enthusiasm for helping ______d when I saw the massive pile of envelopes that needed sealing."	very hard	wane	2	['juxtapose', 'drought', 'wane', 'lull']
Fill the gaps:  Something that is ______ is not important or significant, such as the ______ details you shared with me about your trip to the post office this morning.	very hard	trivial	3	['wither', 'barter', 'baffle', 'trivial']
Fill the gaps:  If you want to describe a person who insists on perfection or pays much attention to food, clothing and cleanliness, the right word is ______.	very hard	fastidious	3	['seep', 'adhere', 'mushroom', 'fastidious']
Fill the gaps:  An ______ is the force behind something, whether it's a boulder rolling down a hill or a person making a decision.	very hard	impetus	1	['involved', 'impetus', 'excavate', 'accrete']
Fill the gaps:  Use the adjective ______ to describe something or someone very precise or strict in its requirements. If your teacher has ______ standards about spelling and punctuation, you better carefully check your final paper.	very hard	exacting	2	['exacerbate', 'spur', 'exacting', 'so-called']
Fill the gaps:  A ______ is an extra touch — a trumpet's "ta-ta-da!" announcing a king's entrance, a fancy carving atop an otherwise utilitarian pillar, a wave of a flag or a cheerleader's pompom.	very hard	flourish	3	['rebound', 'fleeting', 'plague', 'flourish']
Fill the gaps:  ______ is an adjective meaning “clear” or “noticeable.” Filling your living room with pictures of pandas will show your ______  appreciation for all things panda.	very hard	marked	1	['hamper', 'marked', 'brittle', 'torrent']
Fill the gaps:  Something ______ is easily broken. Do you have ______ bones? Then no football or rugby for you.	very hard	brittle	3	['propulsion', 'hinder', 'spearhead', 'brittle']
Fill the gaps:  A ______ is a device that allows something to turn freely. Desk chairs are often designed so the seat can ______ atop the base. In the hospital, the TV is usually mounted on a ______ so that patients can adjust it.	very hard	swivel	1	['incessant', 'swivel', 'trappings', 'ruthless']
Fill the gaps:  Do you need to make something bigger, better, or stronger? Then you need to ______ it. To ______ is to increase the amount or strength of something.	very hard	augment	0	['augment', 'dubious', 'forthcoming', 'innocuous']
Fill the gaps:  To ______ is to remove or find by digging. If you have rocky soil in your garden, you may have to ______ it to remove the rocks and replace them with additional soil.	very hard	excavate	2	['elusive', 'marked', 'excavate', 'torrent']
Fill the gaps:  To ______ is to confuse. If you are completely puzzled as to what ______ means, you might say that this word ______s you.	very hard	baffle	1	['barter', 'baffle', 'trivial', 'so-called']
Fill the gaps:  Something ______ is perfectly appropriate, clever and well-suited to the matter at hand. If your room is small and dark, “cave-like” would be an ______ description.	very hard	apt	0	['apt', 'despondent', 'pretext', 'banish']
Fill the gaps:  ______ describes a person who has been around forever, doing what they do, and doing it well — throughout the seasons. They have lots of experience, and they can handle just about anything that comes their way.	very hard	seasoned	1	['despondent', 'seasoned', 'fuse', 'paramount']
Fill the gaps:  See ______, think "calm." It could be the noun form (like "the ______ before the storm") or the verb: one can ______ someone by calming them (as to ______ a baby to sleep).	very hard	lull	3	['feeble', 'fleeting', 'spearhead', 'lull']
Fill the gaps:  To ______ is to get rid of or annul. So when the principal yells at you for the 100th time for not having your shirt tucked in, it's safe to wish they'd just ______ the silly dress code.	very hard	abolish	1	['dwelling', 'abolish', 'fleeting', 'arid']
Fill the gaps:  A ______ is a name that someone, often a writer, uses instead of their real name. The real name of Dr. Seuss was Theodore Seuss Geisel. Mark Twain was a ______ for the writer Samuel Clemens.	very hard	pseudonym	3	['involved', 'convene', 'inept', 'pseudonym']
Fill the gaps:  To ______ is to use a physical gesture to call someone over to you. Universally recognized gestures used to ______ include crooking the finger or nodding the head to  invite someone over.	very hard	beckon	2	['arid', 'cope', 'beckon', 'facet']
Fill the gaps:  If something is ______, it's famous. Your town's ______ restaurant — the one everybody knows and talks about — might be a modest barbecue joint.	very hard	celebrated	1	['overshadow', 'celebrated', 'gaudy', 'overlook']
Fill the gaps:  The verb ______ means to block or put something in the way of, so if you’re in a high-speed car chase with the police, they might put up a blockade to ______ your progress.	very hard	hinder	0	['hinder', 'prose', 'erratic', 'elective']
Fill the gaps:  ______ is the act or state of fighting or arguing violently. The years leading up to the U.S. Civil War were characterized by great ______ between northern and southern states over slavery and the role of a federal government.	very hard	strife	2	['forthcoming', 'salvage', 'strife', 'urbane']
Fill the gaps:  The verb ______ means to give up or lose the right to something.	very hard	forgo	0	['forgo', 'minute', 'nuance', 'telling']
Fill the gaps:  ______ means showing no mercy or compassion. If you really want to cut down on the clutter in your apartment, you can't be sentimental about keepsakes. You have to be ______ and throw out everything that's not absolutely essential.	very hard	ruthless	2	['lure', 'apex', 'ruthless', 'notwithstanding']
Fill the gaps:  A clumsy, incompetent person — or an ineffective action — is ______. When you're ______, you don't know what you're doing or just can't get it done.	very hard	inept	3	['notwithstanding', 'marked', 'grueling', 'inept']
Fill the gaps:  A villain's worst nightmare is the superhero who always seems to ______ his efforts, preventing him from carrying out his plans to take over the world.	very hard	thwart	2	['advent', 'wares', 'thwart', 'lavis']
Fill the gaps:  To ______ in a home is to live in it. To ______ on something — usually something bad, like a failed romance or terrible service in a restaurant — is to think or speak about it at great length.	very hard	dwell	3	['exacerbate', 'drench', 'wane', 'dwell']
Fill the gaps:  To ______ is to come back from a slump. You might ______ from an illness, or your country might ______ from an economic recession.	very hard	rebound	1	['aroma', 'rebound', 'forthcoming', 'indigenous']
Fill the gaps:  When it's incalculably small, when teensy seems large compared to it, then it is ______. "The equipment was so sensitive that even the ______ dust molecules that swept in with the open door altered the readings."	very hard	infinitesimal	0	['infinitesimal', 'hinder', 'feeble', 'beckon']
Fill the gaps:  To ______ is to use up or consume a limited resource. Visiting relatives might ______ your refrigerator of food, or a pestering friend might ______ your patience.	very hard	deplete	2	['morale', 'so-called', 'deplete', 'arid']
Fill the gaps:  A ______ is a heavy rain, or the flooding or wildly-running streams it causes, like the ______ that soaks everyone unlucky enough to be out on the street at that moment.	very hard	torrent	0	['torrent', 'deplete', 'indignant', 'depress']
Fill the gaps:  Use the adjective ______ to describe behavior that's not totally honest or sincere. It's ______ when people pretend to know less about something than they really do.	very hard	disingenuous	1	['indignant', 'disingenuous', 'levy', 'notwithstanding']
Fill the gaps:  Things that are ______ are hard to find, pin down, or remember. They slip right out of your grasp.	very hard	elusive	0	['elusive', 'wares', 'disingenuous', 'propulsion']
Fill the gaps:  ______ means to leak slowly. When you see the word, imagine water coming in through your sneakers on a rainy day. It's not a lot of water, but your feet still get pretty wet.	very hard	seep	0	['seep', 'cope', 'pressing', 'telling']
Fill the gaps:  A ______ is a noise, something you can hear if you're in the right spot and it's loud enough. A doorbell, a fire alarm, a cat's meow, or your brother's snoring — they’re all ______s.	very hard	sound	1	['spearhead', 'sound', 'impetus', 'elusive']
Fill the gaps:  To ______ is to wander around looking for food. When it’s cold and snowy outside, birds may ______ for food in your backyard, digging around for whatever they can find.	very hard	forage	3	['arid', 'involved', 'notwithstanding', 'forage']
Fill the gaps:  Something that is ______ is gloomy and depressing. If it's raining and dark, you might describe the night as ______. If you have looked for work and no one will hire you, you could describe your prospects as ______.	very hard	bleak	1	['paramount', 'bleak', 'lull', 'gaudy']
Fill the gaps:  Someone or something that is ______ is fruitful or highly productive. A ______ songwriter can churn out five hit tunes before breakfast.	very hard	prolific	3	['irrefutable', 'sever', 'advent', 'prolific']
Fill the gaps:  A ______ is a moral tale that often features animal characters. “The Tortoise and the Hare” is a well-known ______ whose moral is "Slow and steady wins the race."	very hard	fable	3	['celebrated', 'hoist', 'flourish', 'fable']
Fill the gaps:  The ______ of something means that it's finally here. You might be waiting for the ______ of a new iPhone or for the ______ of cloning. Don't hold your breath.	very hard	advent	1	['paramount', 'advent', 'jeopardy', 'dwelling']
Fill the gaps:  ______ means strange and unusual in an old-fashioned and charming way. It's a word you'd use to describe a little store that sells tea cozies and antique tea services, or your grandmother's habit of calling the radio the "wireless."	very hard	quaint	1	['peril', 'quaint', 'overlook', 'juxtapose']
Fill the gaps:  A ______ is a home — where someone lives. Houses, apartments, and condos are all ______s.	very hard	dwelling	2	['abolish', 'dubious', 'dwelling', 'apt']
Fill the gaps:  If something's ______, it's very important and should be taken care of right away. Your French club's most ______ issue might be raising money for the big trip to Montreal.	very hard	pressing	3	['supplant', 'lavis', 'feeble', 'pressing']
Fill the gaps:  Describe yourself as ______ if you don't quite trust someone or something and want to proceed with caution. Be ______ of risky things like wild mushrooms and Internet deals!	very hard	wary	2	['profuse', 'drench', 'wary', 'torrent']
Fill the gaps:  If you are able to ______ with something, you are able to deal with it. If you can ______ with waiting in long lines, you'll get the best seats. If you can ______ with the stress, you will be excellent at defusing bombs.	very hard	cope	3	['catalyst', 'erratic', 'apex', 'cope']
Fill the gaps:  Something that's ______ is showy, bright and definitely tacky. So think twice about that ______ rainbow-colored suit and shiny gold shoes ensemble.	very hard	gaudy	2	['feeble', 'supplant', 'gaudy', 'torrent']
Fill the gaps:  To ______ is to dress something up by decorating it. You might ______ your poncho with fringe or your poodle's dog collar with rhinestones.	very hard	adorn	2	['elective', 'seep', 'adorn', 'foremost']
Fill the gaps:  Think of an edge, a border, a boundary, and you are thinking about the ______, the point where something begins or ends.	very hard	verge	1	['marked', 'verge', 'baffle', 'morale']
Fill the gaps:  See the word "pose" in ______? When you ______, you are "posing" or positioning things side by side.	very hard	juxtapose	1	['adorn', 'juxtapose', 'fastidious', 'catalyst']
Fill the gaps:  ______ can paint whole villages or detailed portraits of people on a grain of rice using ______, or tiny, paintbrushes. Often the works of art are so ______ that you can only see them with a magnifying glass.	very hard	minute	2	['craze', 'elective', 'minute', 'brittle']
Fill the gaps:  When you're ______, you're angry about an unfair situation. If you discovered that a teacher gave ten extra points on a test to all students who sat in the front row, you'd be ______.	very hard	indignant	2	['salvage', 'jeopardy', 'indignant', 'pretext']
Fill the gaps:  You know how you feel when you can’t open a jar of pickles? And then grandma walks in and does it in one shot without even grunting? That’s called feeling ______, or lacking strength.	very hard	feeble	1	['lull', 'feeble', 'adept', 'forage']
Fill the gaps:  ______ describes something far, far away, like a campsite way out in the woods, a distant planet, or the chance you'll win the lottery.	very hard	remote	3	['ornate', 'morale', 'forage', 'remote']
Fill the gaps:  To ______ something is to cut it off from the whole. If your girlfriend breaks up with you on your anniversary, you might ______ the blossoms off the roses you were planning to give her. (Just an idea.)	very hard	sever	2	['mushroom', 'apex', 'sever', 'wane']
Fill the gaps:  To ______ is to get rid of. Think very carefully before you ______ someone from your group. Someday, you may want that person around again.	very hard	banish	1	['profuse', 'banish', 'baffle', 'rebound']
Fill the gaps:  To ______ is to turn away or to prevent. You might ______ your gaze or ______ a disaster — either way, you are avoiding something.	very hard	avert	2	['wane', 'hurl', 'avert', 'disingenuous']
Fill the gaps:  ______ means to shrivel up or shrink. If you forget to water your plants for six weeks, they'll ______ — they'll dry up and you probably won't be able to bring them back to life.	very hard	wither	1	['undergo', 'wither', 'adverse', 'elusive']
Fill the gaps:  When there is a ____, there's not enough rainfall. In certain areas, a ____ can last for weeks, months, or even years! Forget about running your lawn sprinkler during a ____; the water is needed for drinking, bathing, and toilet flushing.	very hard	drought	0	['drought', 'paramount', 'despondent', 'undergo']
Fill the gaps:  A ______ is something that burns in order to ignite a bomb. Do you see anything near you that resembles a bundle of dynamite sticks with a ______ burning down? If so, stop reading this and GET OUT OF HERE!	very hard	fuse	2	['forge', 'fleeting', 'fuse', 'overlook']
Fill the gaps:  Use the word ______ as you would use the word tax: “When the state government imposed a ______ on soft drinks, thousands of citizens took to the streets in protest.”	very hard	levy	2	['dwelling', 'cull', 'levy', 'flourish']
Fill the gaps:  ____ is a particular type of item — luster ____ is a kind of ceramic with a shiny metallic finish. Fiesta ____ is a brand of colorful tabletop china that first became popular in the 1930s.	very hard	ware	1	['indigenous', 'ware', 'exacerbate', 'elective']
Fill the gaps:  Something that's ______ is dim, gloomy or hard to see through clearly. Think of the dark fog around a haunted house or the cloudy, muddy water in a swamp.	very hard	murky	1	['urbane', 'murky', 'fable', 'arid']
Fill the gaps:  To ______ is to entice or bait someone.  A ______ is used to bait or entice fish to attach themselves to your hook.  "He had a new shiny ______, which was enough to ______ me into going on the fishing trip."	very hard	lure	0	['lure', 'erratic', 'accrete', 'baffle']
Fill the gaps:  To the President, protecting our nation's security is of ______ importance — it's at the very top of his to-do list.	very hard	paramount	2	['prolific', 'qualify', 'paramount', 'trivial']
Fill the gaps:  To be in ______ is to be in danger. Eating three plates of nachos a day may improve your chances of winning your office's nacho-eating contest; unfortunately, it could also put your health in ______.	very hard	jeopardy	1	['dismal', 'jeopardy', 'wares', 'prolific']
Fill the gaps:  ______ is so dry that nothing will grow. Death Valley in California features an ______ climate, which is why it's called Death Valley and not Life Valley.	very hard	arid	0	['arid', 'depress', 'levy', 'indigenous']
Fill the gaps:  Steer clear of anything ______. If it's ______, it's working against you — like ______ weather conditions or the ______ effects of eating too much sugar.	very hard	adverse	2	['audacious', 'trappings', 'adverse', 'disingenuous']
Fill the gaps:  When you ______ someone, you try to convince him gently, with pleasant words and maybe a little flattery. You’ll have to be patient, as you can’t rush someone you’re trying to ______.	very hard	coax	1	['thwart', 'coax', 'feeble', 'cull']
Fill the gaps:  ______ means "endure until something is complete." You might ______ testing to check your hearing or ______ special training if you want to volunteer at a homeless shelter.	very hard	undergo	3	['prose', 'adhere', 'crave', 'undergo']
Fill the gaps:  The adjective ______ describes things that are unpredictable, unusual, and that deviate from the norm. An ______ quarterback might completely confuse his receivers waiting for a pass.	very hard	erratic	2	['fable', 'urbane', 'erratic', 'lull']
Fill the gaps:  If you are ______, you have a knack for saying the right thing at the right time. A ______ person is appropriate and sensitive, never rude or careless.	very hard	tactful	0	['tactful', 'feeble', 'elective', 'hinder']
Fill the gaps:  To ______ something is to save it...before it's too late. You might try to ______ your damaged reputation by defending yourself, or ______ a burnt piece of toast by scraping off the black residue.	very hard	salvage	0	['salvage', 'urbane', 'foremost', 'baffle']
Fill the gaps:  If something is ______ — whether it's a ball gown, a set of dishes, or a poem — it seems to be covered in ornaments. It's lavish, flowery, or heavily adorned.	very hard	ornate	3	['adverse', 'grueling', 'exacting', 'ornate']
Fill the gaps:  Anything ______ is random, disorganized, slipshod, or hit-or-miss. A tent erected ______ly might look more like a big nylon bag of dirty laundry than a place to sleep.	very hard	haphazard	0	['haphazard', 'forgo', 'trappings', 'seasoned']
Fill the gaps:  Something that's ______ isn't harmful or likely to cause injury. Public figures like mayors and governors have to expect they'll get critical or even hurtful emails and phone calls, as well as more ______ feedback.	very hard	innocuous	2	['hinder', 'grueling', 'innocuous', 'exacting']
Fill the gaps:  To ______ is to raise up or lift, like a crane or forklift would. You can ______ yourself up onto the roof to get a better view, or ______ your teammate onto your shoulders after she scores the winning goal.	very hard	hoist	3	['accrete', 'dismal', 'forgo', 'hoist']
Fill the gaps:  ______ is so-called "ordinary writing" — made up of sentences and paragraphs, without any metrical (or rhyming) structure.	very hard	prose	2	['avert', 'hoist', 'prose', 'quaint']
Fill the gaps:  Are you looking for another word to describe a person who is highly skilled, very proficient or expert at something? Try the adjective ______!	very hard	adept	3	['pretext', 'trickle', 'levy', 'adept']
Fill the gaps:  The act of moving something forward is called ______. ______ is the force that pushes a rocket into space, that sends a football spiraling toward a receiver's hands, and that moves a strongly kicking swimmer through the water.	very hard	propulsion	1	['offset', 'propulsion', 'knack', 'minute']
Fill the gaps:  This adjective is very bold — if you are ______, you are daring and unconventional!	very hard	audacious	2	['adhere', 'hurl', 'audacious', 'elusive']
Fill the gaps:  A polar bear in a zoo might look like an adorable giant stuffed animal, but if you met a hungry one in its native environment, it would seem more ______ — wild and fierce — than cute.	very hard	savage	2	['pretext', 'thaw', 'savage', 'prolific']
Fill the gaps:  What do a canoe, a soda can, and your arteries have in common? Each one is a type of ______. A ______ can be a ship, a container for holding liquids, or a tube that transports blood throughout your body.	very hard	vessel	2	['beckon', 'pretext', 'vessel', 'wane']
Fill the gaps:  When the parts of the whole work or fit together well, they are ______, like a ______ family whose members pitch in with everything from making dinner to painting the house.	very hard	cohesive	3	['drought', 'pseudonym', 'spur', 'cohesive']
Fill the gaps:  ______ means to lessen the activity or power of something. If you want to ______ the spread of poverty, you need to find ways to slow it down, like by bringing education and skill-building resources into the poorest communities.	very hard	depress	3	['dwelling', 'augment', 'elective', 'depress']
Fill the gaps:  ______ means spooky, creepy or suggestively supernatural. If it's ______, it's sure to make the hair on the back of your neck stand up.	very hard	eerie	1	['lucid', 'eerie', 'fable', 'undergo']
Fill the gaps:  To ______ means to select or gather. If you decide to make a literary anthology, you must ______ the best possible stories and then arrange them in a pleasing manner.	very hard	cull	1	['baffle', 'cull', 'fuse', 'hazy']
Fill the gaps:  When you ______ something, you throw it hard. You might ______ your shoe at a horrible bug if it suddenly scuttled across the floor.	very hard	hurl	0	['hurl', 'forthcoming', 'nuance', 'erode']
Fill the gaps:  ______ is a false reason given for doing something. If you catch your mother going through your drawers, and she says she was just tidying up, cleaning was her ______ for snooping.	very hard	pretext	1	['indignant', 'pretext', 'catalyst', 'wary']
Fill the gaps:  A ______ is an event or person causing a change. Getting kicked out of your parents' house might be a ______ for becoming more independent.	very hard	catalyst	2	['pseudonym', 'paramount', 'catalyst', 'barter']
Fill the gaps:  When you ______ something, you stick up for or support it. Police officers are paid to ______ the law, and crazy Elvis fans ______ their belief that he's still alive out there somewhere.	very hard	uphold	1	['notwithstanding', 'uphold', 'brittle', 'drought']
Fill the gaps:  Kate was out sick for a month with mono, and when she came back to school, Jessie had ______ed her as the funny girl at the lunch table. ______ means to take the place of.	very hard	supplant	2	['eerie', 'innocuous', 'supplant', 'propulsion']
Fill the gaps:  Choose the adjective ______ for something you have doubts about or you suspect is not true. That bridge you just "bought" might be of ______ value.	very hard	dubious	3	['seep', 'forthcoming', 'grueling', 'dubious']
Fill the gaps:  If you have a ______ for doing something, you do it well. You may have a ______ for baking cakes or a ______ for cracking jokes. These things come easy to you.	very hard	knack	0	['knack', 'sever', 'propulsion', 'foremost']
Fill the gaps:  ______ is an adjective that means holding the highest position or rank. When naming advisors, presidents usually search for the ______ experts on various subjects.	very hard	foremost	0	['foremost', 'tactful', 'banish', 'prolific']
Fill the gaps:  To ______ is to furnish, but not with furniture. If you've been ______ed with something, it means you've been given a gift — most likely a gift that can't be returned or exchanged, like a sense of humor or athletic ability or trust.	very hard	endow	3	['hamper', 'paramount', 'haphazard', 'endow']
Fill the gaps:  To ______ something is to fail to see it. When planning a party, it's best to write out a to-do list so that you don't ______ any details.	very hard	overlook	1	['so-called', 'overlook', 'irrefutable', 'pseudonym']
Fill the gaps:  If you realize mid-climb that your rock climbing rope is frayed, you might be in ______. The word ______ means imminent danger to life and limb.	very hard	peril	3	['prose', 'overlook', 'indigenous', 'peril']
Fill the gaps:  ______ means "in spite of something." Your boasts about having memorized the entire textbook and bribing the teacher with apples ______, you still managed to fail the final exam with flying colors.	very hard	notwithstanding	2	['paramount', 'brittle', 'notwithstanding', 'craze']
Fill the gaps:  For a formal-sounding verb that means to make worse, try ______. If you're in trouble, complaining about it will only ______ the problem.	very hard	exacerbate	0	['exacerbate', 'eerie', 'elective', 'ruthless']
Fill the gaps:  To ______ something on is to get it going, to encourage it, to hasten it or stimulate. Cowboys wear spiky metal tools called ______s on their boots to kick their horses and ______ them to greater speed.	very hard	spur	1	['strife', 'spur', 'salvage', 'abolish']
Fill the gaps:  To ______ is to creep around, hide out, and wait to attack. Your team’s strategy for winning capture the flag might be to ______ in the bushes for an hour until the opposing side thinks you gave up and went home.	very hard	lurk	3	['inept', 'urbane', 'trickle', 'lurk']
Fill the gaps:  ______ is an adjective that describes something that happens really fast, or something that doesn’t last as long as you’d like.	very hard	fleeting	0	['fleeting', 'impetus', 'elusive', 'catalyst']
Fill the gaps:  Big house, shiny new car, a custom-made suit, an expensive watch, cool sunglasses... If you have these things, you have the ______ of success, which means you own things that give you the outward appearance of success.	very hard	trappings	2	['swivel', 'wares', 'trappings', 'involved']
Fill the gaps:  A ______ is the main body of a certain type of fungus. Edible ______s include portobellos and shiitakes. Don't mess around with the inedible types.	very hard	mushroom	2	['quaint', 'bombard', 'mushroom', 'overlook']
Fill the gaps:  You know when you go to a movie and they show the previews under the heading "coming soon?" They could just as well say ______, because it means the same thing. Only who would want to see that stuffy movie?	very hard	forthcoming	1	['hinder', 'forthcoming', 'overt', 'elusive']
Fill the gaps:  To ______ is to attack, whether physically (with something like missiles) or metaphorically (with something like questions).	very hard	bombard	1	['thaw', 'bombard', 'feeble', 'fleeting']
Fill the gaps:  Make sure you know the context when using the word ______. In one sense, it means to be right for, to measure up. In another sense, though, ______ means to change something slightly, to limit it or add a condition to it.	very hard	qualify	2	['haphazard', 'fleeting', 'qualify', 'brittle']
Fill the gaps:  To ______ something is to have a great desire for it, as one might ______ love, fame, or French fries.	very hard	crave	3	['fuse', 'spearhead', 'hinder', 'crave']
Fill the gaps:  A ______ is one side or aspect of something. If you’re thinking about quitting your day job to become a circus performer, you should first consider every ______ of what your new life would be like.	very hard	facet	1	['adhere', 'facet', 'forage', 'propulsion']
Fill the gaps:  ______ is the word for a fragrant scent, one that pleases the nose in a way that makes you lick your lips.  Unlike its foul-smelling cousin the odor, an ______ smells but never stinks.	very hard	aroma	3	['accrete', 'wares', 'thwart', 'aroma']
Fill the gaps:  ______ is a dreary, depressing sort of bad. "With the cold rain and their team behind by six field goals, the mood in the stands was so ______ even the cheerleaders had lost their 'Rah.'"	very hard	dismal	2	['remote', 'excavate', 'dismal', 'audacious']
Fill the gaps:  Being ______ means being a part of something or associated with it. If you volunteer on a team to clean up the playground, you're ______ in making it a safer and more fun place for kids to play.	very hard	involved	0	['involved', 'incessant', 'celebrated', 'so-called']
Fill the gaps:  When a person is ______, they're stubborn. When a thing or process is ______, it can't be stopped.	very hard	inexorable	2	['trappings', 'rife', 'inexorable', 'celebrated']
Fill the gaps:  What do love, money, and the earth all have in common? All can ______, or shrink away, if we don't handle them properly.	very hard	dwindle	0	['dwindle', 'barter', 'rife', 'sever']
Fill the gaps:  Something that's ______ is clear and understandable. ______ writing is important in journalism, so that readers easily get the point of the article they're reading.	very hard	lucid	1	['catalyst', 'lucid', 'trappings', 'trivial']
Fill the gaps:  If it's ______, it's definitely not clear — there's fog, mist, smoke or something like that blurring the view.	very hard	hazy	0	['hazy', 'trappings', 'minute', 'audacious']
Fill the gaps:  ______ is the spirit a group has that makes them want to succeed. It's a sense of well-being that comes from confidence, usefulness, and purpose.	very hard	morale	1	['trickle', 'morale', 'offset', 'foremost']
Fill the gaps:  To ______ is to weakly flow out of something, like a faucet. A ______ is like a drip.	very hard	trickle	2	['salvage', 'avert', 'trickle', 'knack']
Fill the gaps:  If a job is ______, that means it is really difficult. If a race is ______, that means it is really difficult. If a trip to the dentist is ______, that means you need to toughen up.	very hard	grueling	0	['grueling', 'indigenous', 'feeble', 'facet']
Fill the gaps:  If you make a deal with your brother to change the oil in his car in exchange for one of his video games, what you’ve just done is ______ — or trade goods and services.	very hard	barter	0	['barter', 'pressing', 'offset', 'dismal']
Fill the gaps:  When things ______, they're coming out of deep freeze and warming up. You can ______ a chicken, and a chilly friendship can ______ too.	very hard	thaw	2	['audacious', 'accrete', 'thaw', 'retract']
